id,text,khoa,topic,source
tamanh_0624,Suy tim thì nhịp tim bao nhiêu một phút và huyết áp bao nhiêu?. Cho mình hỏi suy tim thì nhịp tim bao nhiêu một phút và huyết áp bao nhiêu?,Khoa (Phụ trách lĩnh vực can thiệp tim mạch),cardiology,tamanh
tamanh_0625,"Em bị tim đập nhanh có tiêm được vaccine không ạ?. Em bị tim đập nhanh có tiêm được vaccine không ạ, nhờ các bác sĩ tư vấn giùm em, em xin cảm ơn.",Khoa (Phụ trách lĩnh vực can thiệp tim mạch),cardiology,tamanh
tamanh_0626,Khó thở và hay đau nhói ở tim. Tôi từng bị ngộ độc ma tuý và đã được cấp cứu kịp thời. Và đã được ra viện. Nhưng dạo gần đây tôi thường xuyên bị tê bì chân tay và da đầu. Khó thở và hay đau nhói ở tim. Tay xuất hiện triệu trứng co rút. Thường thì tuần xuất hiện một lần. Nhưng gần đây hiện tượng co rút sảy ra liên tục. Bác sĩ cho tôi hỏi có phải đây là biến chứng của ngộ độc chất kích thích không. Và cho tôi biết phương hướng điều trị. Cảm ơn bác sĩ.,Khoa (Phụ trách lĩnh vực can thiệp tim mạch),cardiology,tamanh
tamanh_0627,"Tôi đang muốn làm IVF để sinh thêm em bé nữa. Hiện tại, tôi đang có 2 cháu gái. Tôi đang muốn có nhu cầu có thêm em bé nữa. Liệu tôi có thể sử dụng phương pháp thụ tinh ống nghiệm IVF để sinh được con trai không ạ? Xin cảm ơn bệnh viện đã hỗ trợ tôi ạ.",Trung tâm Hỗ trợ sinh sản,reproductive_endocrinology,tamanh
tamanh_0628,"Có cách nào điều trị không có tinh trùng ở nam giới không?. Mình không có tinh trùng, đã khám và mổ để tìm tinh trùng tại Học viện Quân Y nhưng không có kết quả. Xin hỏi bác sĩ còn có cách nào khác để tìm và điều trị cho tôi nữa không.",Trung tâm Hỗ trợ sinh sản,reproductive_endocrinology,tamanh
tamanh_0629,Tiêm vaccine Astrazeneca được 1 tháng rồi thì làm IVF được chưa?. Em xin chào bác sĩ ạ! Em muốn hỏi em tiêm vaccine Astrazeneca được 1 tháng rồi thì đã đi khám để làm IVF được chưa ạ? Hay nếu để an toàn thì chờ bao lâu ạ? Em cảm ơn.,Trung tâm Hỗ trợ sinh sản,reproductive_endocrinology,tamanh
tamanh_0630,Tiêm xong mũi 1 vaccine Covid-19 có tiêm kích trứng được không?. Tiêm xong mũi 1 vaccine Covid-19 có tiêm kích trứng được không ạ? Em đã khám và làm tất cả các xét nghiệm cần thiết rồi ạ.,Trung tâm Hỗ trợ sinh sản,reproductive_endocrinology,tamanh
tamanh_0631,"Em 39 tuổi vợ em 34 tuổi muốn làm IVF. Bác sĩ cho em hỏi, vợ chồng em muốn làm IVF, em 39 tuổi vợ em 34 tuổi đã có 2 con. Em cần chuẩn bị những hồ sơ nào để làm IVF? Khi khám làm hồ sơ hai vợ chồng em cần khám những gì? Sức khỏe sinh sản vợ chồng em bình thường. Khi đi làm hồ sơ IVF thì nên đi vào ngày nào và dự trù kinh phí cần chuẩn bị khoảng bao nhiêu? Cảm ơn bác sĩ nhiều.",Trung tâm Hỗ trợ sinh sản,reproductive_endocrinology,tamanh
tamanh_0632,"Vợ AMH 0,4, chồng tinh trùng yếu và ít có làm IVF được không?. Thưa bác sĩ, 2 vợ chồng tôi hiếm muộn đã từng IVF 2 lần, vợ AMH 0,4, chồng tinh trùng yếu và ít, vợ bị bệnh viêm gan B mãn tính và u lành tuyến giáp, chồng bị tăng tiều cầu tiên phát hiện đang điều trị thuốc. Xin bác sĩ tư vấn giờ 2 vợ chồng tôi có thể làm IVF được nữa không?",Trung tâm Hỗ trợ sinh sản,reproductive_endocrinology,tamanh
tamanh_0633,"Bị vòi trứng thông hạn chế thì cách chữa trị như thế nào?. Bác sĩ tư vấn giúp mình, mình bị vòi trứng thông hạn chế thì cách chữa trị như thế nào ạ, và thời gian chữa trị vào những ngày nào của chu kỳ kinh nguyệt ạ?",Trung tâm Hỗ trợ sinh sản,reproductive_endocrinology,tamanh
tamanh_0634,"2 vợ chồng cưới nhau 2 năm chưa có bé thì khám như thế nào?. Chào bác sĩ, 2 vợ chồng em cưới được 2 năm mà vẫn chưa có bé. Em muốn hỏi là bây giờ lên trên bệnh viện khám như thế nào ạ, chi phí khám cả 2 vợ chồng là bao nhiêu và thời gian có lâu không ạ?",Trung tâm Hỗ trợ sinh sản,reproductive_endocrinology,tamanh
tamanh_0635,Vợ chồng tôi muốn thăm khám và sử dụng biện pháp để sinh con. Vợ chồng tôi muốn thăm khám và sử dụng biện pháp để sinh con,Trung tâm Hỗ trợ sinh sản,reproductive_endocrinology,tamanh
tamanh_0636,"Xin tư vấn tiếp tục liều thuốc hay đổi thuốc huyết áp?. Thường thường huyết áp tôi 145-170, có lúc 185. 3 ngày nay tôi uống Amlor 5mg 1 viên/ngày. Huyết áp ổn mức 115-145 .Vậy tôi có nên tiếp tục hay ngưng hoặc thay đổi thuốc ạ? Xin cám ơn",Khoa Nội Tim mạch 1,cardiology,tamanh
tamanh_0637,"Em bị tai biến mạch máu não có tiêm vaccine Covid-19 được không?. Tôi bị tai biến mạch máu não (bị liệt 1/2 người). Hiện giờ sức khỏe tôi cũng tạm ổn, không biết có nên tiêm vaccine Covid-19 không?",Khoa Nội Tim mạch 1,cardiology,tamanh
tamanh_0638,"Sau tiêm vaccine Vero Cell bị đau tức ngực phải. Xin hỏi bác sĩ chút ạ. Tôi tiêm vaccine Vero Cell mũi 1 được 6 tuần rồi. Sau khi tiêm cơ thể tôi mệt mỏi, đau tức ngực phải, tim đập mạnh, cơ thể khó ngủ, hay đi tiểu đêm. Giờ tôi không dám tiêm tiếp nữa. Xin hỏi bác sĩ tôi có thể tiêm thuốc khác được không ạ? Xin cảm ơn bác sĩ.",Khoa Nội Tim mạch 1,cardiology,tamanh
tamanh_0639,"Tim tôi thỉnh thoảng đau râm ran. Xin chào bác sĩ. Tim tôi thỉnh thỏang đau râm ran. Những lúc mang vác nặng tim lại đau, có lúc lại choáng váng. Xin bác sĩ tư vấn giúp, vì tình hình dịch bệnh nên tôi chưa thể đi khám được. Xin cám ơn.",Khoa Nội Tim mạch 1,cardiology,tamanh
tamanh_0640,"Đã đặt stent 2 nhánh và hiện đang uống thuốc thì tiêm vaccine ở đâu?. Thưa bác sĩ, tôi đã đặt stent 2 nhánh, và hiện đang uống thuốc Plavix 75mg. Vừa rồi có đi ra trạm y tế để tiêm vaccine, nhưng ở đây họ nói bệnh tôi không tiêm được và có chuyển tôi lên bệnh viện phục hồi chức năng để tiêm. Bác sĩ ở đó nói tôi không tiêm được. Vậy bác sĩ cho tôi hỏi vậy tôi phải đi tiêm ở đâu cho phù hợp, tôi rất muốn tiêm.",Khoa Nội Tim mạch 1,cardiology,tamanh
tamanh_0641,"Uống Diovan 80mg/lần/ngày nhưng huyết áp vẫn dao động từ 180-190/99. Tôi bị cao huyết áp, uống Diovan 80mg/lần/ngày theo toa của Tâm Anh từ ngày 19/9 đến nay nhưng mức huyết áp vẫn dao động từ 180mgH-190mgH/99mgH. Như vậy là thuốc có hiệu quả hay không, và có cần tăng liều lên không? Lịch tái khám là ngày 17/10. Ngày 19/9 các xét nghiệm về máu, tim gan thận đều ở mức bình thường. Vì tình hình dịch bệnh phức tạp nên tôi muốn kham thảo trước khi đến vệnh viện",Khoa Nội Tim mạch 1,cardiology,tamanh
tamanh_0642,"Dạo này em hay bị hồi hộp đánh trống ngực, lưỡi dạo này hay bị đắng. Chào bác sĩ, dạo này em hay bị hồi hộp đánh trống ngực, lưỡi dạo này hay bị đắng, có được kê đơn online mua Bovidin để súc miệng. Được 5 ngày nhưng cũng chưa cải thiện được tình hình lưỡi và họng bị đắng. Bác sĩ cho lời khuyên và tư vấn giúp ạ.",Khoa Nội Tim mạch 1,cardiology,tamanh
tamanh_0643,"Muốn khám tim mạch và tiêm vaccine phòng Covid-19 tại Tâm Anh. Có tiền sử thở dốc và đau ngực khi vận động mạnh, được bác sĩ ở Bệnh viện Tâm Anh (cô Thanh Kiều) hỗ trợ tư vấn em nên khám kiểm tra tim mạch khi dịch ổn định. Nếu em muốn khám kiểm tra tim mạch tại Tâm Anh và đăng ký tiêm vaccine dưới sự theo dõi của bệnh viện mình luôn thì làm như thế nào ạ?",Khoa Nội Tim mạch 1,cardiology,tamanh
tamanh_0644,"Ngực trái lâu lâu nhói đau có cần khám tổng quát tim không?. Bác sĩ tư vấn giúp em, em đang điều trị cao huyết áp tại Bệnh viện Chợ Rẫy, mà em thấy ngực trái em lâu lâu hơi nhoi nhói đau. Như vậy em có cần đi khám tổng quát tim không ạ?",Khoa Nội Tim mạch 1,cardiology,tamanh
tamanh_0645,"Em bị tim bẩm sinh, tứ chứng Fallot và suy tim. Em bị tim bẩm sinh, tứ chứng Fallot và suy tim. Hiện nay em đang điều trị bằng thuốc chống đông máu Aspirin thì có tiêm vaccine ngừa Covid-19 được không ạ? Kính mong nhận được sự phản hồi từ bác sĩ ạ. Em trân trọng cảm ơn!",Khoa Nội Tim mạch 1,cardiology,tamanh
tamanh_0646,"Ba em có triệu chứng khó thở kèm theo tức ngực và sau đó là đổ mồ hôi. Em chào bác sĩ. Em có 1 vấn đề cần được bác sĩ giúp đỡ ạ. Ba em hiện nay ngoài 50 tuổi và có chứng khó ngủ đã mấy năm rồi. Nhưng dạo gần đây khoảng 2 đến 3 tuần thì ba em có triệu chứng khó thở kèm theo tức ngực và sau đó là đổ mồ hôi ạ. Bác sĩ có thể cho em biết ba em có nguy cơ bị bệnh gì không? Và em nên làm gì trong khoảng thời gian này? Em cũng đang rất lo lắng, mong bác sĩ có phản hồi sớm ạ!",Khoa Nội Tim mạch 1,cardiology,tamanh
tamanh_0647,"Khi có những chuyện căng thẳng tim lại đập nhanh. Bình thường không có việc gì thì tim đập bình thường, nhưng khi có những chuyện căng thẳng tim lại đập nhanh. Hỏi bác sĩ lý do tại sao lại như vậy. Tôi có uống thuốc trợ tim H-Vacolaren. Uống thường xuyên như vậy có hại đến sức khỏe không? Xin bác sĩ tư vấn",Khoa Nội Tim mạch 1,cardiology,tamanh
tamanh_0648,"Tôi bị đau ở ngực trái, vị trí tim. Tôi bị đau ở ngực trái, vị trí tim. Thỉnh thoảng mới thấy đau. Ấn tay vào thì thấy đỡ đau. Tôi bị bệnh trào ngược dạ dày và cao huyết áp. Vậy tôi có bị bệnh về tim mạch không ạ? Xin bác sĩ thăm khám. Cám ơn bác sĩ.",Khoa Nội Tim mạch 1,cardiology,tamanh
tamanh_0649,"Em bị lói ở sau lưng bên trái, trước ngực thì đau nhói. Em bị lói ở sau lưng bên trái, trước ngực thì đau nhói, thở khó, ngước cao để thở dài thì đau chịu không nổi, tim đập nhanh là sao ạ?",Khoa Nội Tim mạch 1,cardiology,tamanh
tamanh_0650,"Nhịp tim nhảy đến 103 thì có cho là nhanh không?. Nhịp tim nhảy đến 103 thì có cho là nhanh không? Tôi bị thở mệt, xin hỏi cách điều trị và uống thuốc nào để bớt mệt vậy?",Khoa Nội Tim mạch 1,cardiology,tamanh
tamanh_0651,"Em bị tuột huyết áp từ nhỏ. Em bị tuột huyết áp từ nhỏ, ăn uống đầy đủ, uống thuốc mà không ổn định, lúc nào huyết áp cũng dưới 84. Em hay mệt, căng thẳng là ngất đi. Có cách nào điều trị và tiêm vaccine ngừa Covid-19 được không ạ?",Khoa Nội Tim mạch 1,cardiology,tamanh
tamanh_0652,"Nhịp tim đập nhanh sáng sớm thức dậy 120. Tôi bị tê 2 bàn chân phía trên và tê các ngón bàn tay trái, nhịp tim đập nhanh sáng sớm thức dậy 120, trong ngày 130. Liệu tôi bị gì ạ?",Khoa Nội Tim mạch 1,cardiology,tamanh
tamanh_0653,Em hay bị khó thở lâu lâu bị đau ngực trái. Lúc 10/2020 em hay bị khó thở lâu lâu bị đau ngực trái có đi bệnh viện Gia An 115 tầm soát thì tim bị hở van 2 lá,Khoa Nội Tim mạch 1,cardiology,tamanh
tamanh_0654,"Bị dị ứng khi uống thuốc cảm, huyết áp, tim mạch. Cô bị dị ứng khi uống thuốc cảm, huyết áp, tim mạch, vậy làm thế nào để cô có thể tiêm được vaccine phòng Covid-19?",Khoa Nội Tim mạch 1,cardiology,tamanh
tamanh_0655,"Thường xuyên bị thức dậy lúc nửa đêm, người ớn lạnh. Chào bác sĩ! Mình thường xuyên bị thức dậy lúc nửa đêm, người ớn lạnh, tim đập nhanh, đo huyết áp thì 130/90, nhịp tim 75. Mình cũng đang uống thuốc hạ huyết áp và rối loạn nhịp tim, được một thời gian giờ thì bị lại. Nhờ bác sĩ tư vấn giúp.",Khoa Nội Tim mạch 1,cardiology,tamanh
tamanh_0656,"Mình lâu lâu bị đau nhói ở ngực. Mình lâu lâu bị đau nhói ở ngực, mà dịch bệnh nên chưa đi khám được nên nhờ bác sĩ tư vấn ạ.",Khoa Nội Tim mạch 1,cardiology,tamanh
tamanh_0657,"Triệu chứng ngưng thở, lâu lâu nhói tim, khó thở. Triệu chứng ngưng thở, lâu lâu nhói tim, khó thở",Khoa Nội Tim mạch 1,cardiology,tamanh
tamanh_0658,"Đi khám tim mạch thì phát hiện hở van tim 2 lá nặng 3/4. Ngày 15.5.2021, tôi đi khám tim mạch thì phát hiện hở van tim 2 lá nặng 3/4 (không có tiền sử huyết áp, mấy chục năm nay đều trung bình 128/70 - 60; chưa có các dấu hiệu bệnh tim mach trước đó). Siêu âm điện tim ở bệnh viện Ng.Tri Phương, ĐH Y dược, Viện Tim và Scan CT ở Hòa Hảo đều cho thấy hở van 2 lá như nhau. Nhưng bác sĩ nói chưa cần phải ""sửa"" lại van 2 lá và cho uống thuốc 1 tháng sau tái khám. Từ 15.6 đến nay, dịch bệnh kéo dài nên không đi tái khám được, liên hệ bác sĩ bảo cứ mua thuốc uống theo toa cũ, chờ dịch ổn rồi đi tái khám. Từ đó đến nay tôi đã uống thuốc gần 4 tháng và tôi thường xuyên theo dõi huyết áp (trung bình hiện tại là 109/65 - 56). Vì e ngại uống thuốc dài ngày sẽ có thể xảy ra phản ứng phụ cho các bộ phận khác, nên tôi muốn hỏi quý bác sĩ tư vấn: - Tôi nên tiếp tục uống thuốc nữa không? - Có nên giảm liều lượng không? - Hiện tại bản thân cần phải là gì? Xin cám ơn quý bác sĩ và mong được hồi đáp sớm hơn.",Khoa Nội Tim mạch 1,cardiology,tamanh
tamanh_0659,"Bị rối loạn nhịp tim, rối loạn huyết áp, trầm cảm thì phải làm sao?. Bị rối loạn nhịp tim, rối loạn huyết áp, trầm cảm thì phải làm sao?",Khoa Nội Tim mạch 1,cardiology,tamanh
tamanh_0660,"Khi khám sàng lọc để tiêm vaccine Covid-19 phát hiện ra mạch bị cao. Chào bác sĩ. Hiện nay cuộc sống của em vẫn bình thường, cảm thấy sức khoẻ ổn định. Nhưng khi khám sàng lọc để tiêm vaccine Covid-19 mới phát hiện ra mạch bị cao (125-140) do hồi hộp nên chưa được tiêm. Khi về nhà tự kiểm tra thì thấy mạch từ 107-115 (bình tĩnh hơn). Nhờ bác sĩ tư vấn dùm xem là có nên tiêm vaccine không ạ, cảm ơn bác sĩ.",Khoa Nội Tim mạch 1,cardiology,tamanh
tamanh_0661,"Bị tai biến mạch máu não có tiêm vaccine Covid-19 được không?. Thưa bác sĩ, mẹ em bị tai biến mạch máu não và di chứng là bị liệt 1/2 người bên trái đã được gần 9 năm, hiện tại sức khỏe vẫn ổn định, lâu lâu thì hay lên máu và chóng mặt, mất ngủ. Vậy cho em hỏi mẹ em bị bệnh nền như vậy có tiêm vaccine Covid-19 được không ạ, xin được cho lời khuyên. Em cảm ơn",Khoa Nội Tim mạch 1,cardiology,tamanh
tamanh_0662,"3 tháng trở lại đây tôi thấy tim mình đau nhói. Chào bác sĩ, bác sĩ cho tôi hỏi tôi có bệnh lý viêm hang vị xung huyết trào ngược dạ dày thực quản, khoảng 3 tháng trở lại đây tôi thấy tim mình đau nhói rất khó chịu đôi lúc hụt hơi khó thở, hồi hộp là tim đập nhanh và khó thở nữa, phía sau ngực bên phải đau nhói, thường xuyên đau nữa vùng đầu bên phải. Nhờ bác sĩ tư vấn tình trạng của tôi là bệnh gì và với như thế thì tôi có nên đi tiêm vaccine ngừa Covid-19 được không khi mà chưa thể đi khám bệnh.",Khoa Nội Tim mạch 1,cardiology,tamanh
tamanh_0663,"Uống thuốc Platin 75mg, Covesin 5mg tiêm vaccine Covid-19 được không?. Tôi bị mạch vành đã đặt 2 stent, hiện này đang dùng thuốc Platin 75mg và Covesin 5mg có tiêm được vaccine phòng Covid-19 không?",Khoa (Phụ trách lĩnh vực siêu âm tim và các hoạt động đào tạo truyền thông),cardiology,tamanh
tamanh_0664,"Có thuốc gì uống để mạch ổn định không?. Cứ mỗi lần vào phòng đo huyết áp để tiêm vaccine Covid-19 là mạch của em lại đập nhanh 124, 134. Bác sĩ tư vấn giúp em có thuốc gì uống để mạch ổn định không ạ. Em cảm ơn",Khoa (Phụ trách lĩnh vực siêu âm tim và các hoạt động đào tạo truyền thông),cardiology,tamanh
tamanh_0665,"Nhịp tim 100 nhịp trống một phút có sao không?. Năm này tôi 44 tuổi, nhịp tim của tôi lúc nào cũng 100 nhịp trống một phút. Hỏi bác sĩ có bị gì không a. Lúc nghỉ ngơi cũng 100 nhịp trống một phút.",Khoa (Phụ trách lĩnh vực siêu âm tim và các hoạt động đào tạo truyền thông),cardiology,tamanh
tamanh_0666,"Làm thế nào ổn định huyết áp khi tiêm vaccine?. Hàng ngày tôi huyết áp tốt 120/80 mạch 75->85. Nhưng khi đi tiêm vaccine Covid-19, bác sĩ đo thì huyết áp lại tăng rất cao 160/80, mạch 108->116. Vậy tôi nên uống thuốc gì để huyết áp ổn định và tiêm được vắc xin một cách tốt nhất. Xin cảm ơn",Khoa (Phụ trách lĩnh vực siêu âm tim và các hoạt động đào tạo truyền thông),cardiology,tamanh
tamanh_0667,"Bị hở van tim thể nhẹ có tiêm vaccine Astrazeneca được không?. Xin chào bác sĩ, tôi có bệnh tim mãn tính hơn chục năm nay (hở van tim thể nhẹ). Tôi có tiêm được vaccine ngừa Covid-19 loại Astrazeneca đang triển khai ở các tổ dân phố không? Xin cảm ơn bác sĩ",Khoa (Phụ trách lĩnh vực siêu âm tim và các hoạt động đào tạo truyền thông),cardiology,tamanh
tamanh_0668,"Huyết áp bình thường nhưng gặp bác sĩ huyết áp lại tăng. Em cứ gặp bác sĩ là hồi hộp, lo lắng, đo huyết áp tăng vọt lên 160/100, mạch 110; nhưng về nhà dùng máy đo lại thì huyết áp chỉ 117/68, mạch 66. Em khỏe mạnh, tập thể dục thường xuyên, không uống rượu, bia, không hút thuốc, không uống chè. Em có nên uống thuốc hạ áp không? Cám ơn bác sĩ.",Khoa (Phụ trách lĩnh vực siêu âm tim và các hoạt động đào tạo truyền thông),cardiology,tamanh
tamanh_0669,"Thỉnh thoảng bị nhói ở tim và đau ngực là bị gì?. Thỉnh thoảng bị nhói tim và đau ở vùng ngực lúc thở khoảng 30s. Chỉ là thỉnh thoảng chứ không thường xuyên, xin hỏi cháu bị bệnh gì ạ?",Khoa (Phụ trách lĩnh vực siêu âm tim và các hoạt động đào tạo truyền thông),cardiology,tamanh
tamanh_0670,"Bị ngoại tâm thu thất dày có nên tiêm phòng trước mang thai không?. Cháu bị ngoại tâm thu thất dày, từ tháng 11 đến tháng 2 cháu uống: Concor 5mg+ Mager B6 (trong thời gian uống cháu không thấy đánh trống ngực nhiều, chỉ 2-3 lần). Đến mãi tháng 4 cháu đi khám lại và lấy thuốc Concor 2,5 mg (trong thời gian uống cháu thấy đánh trống ngực nhiều hơn). Hiện tại cháu dừng thuốc hơn 1 tháng, vì dịch cháu chưa đi khám lại được. Cháu cũng đang muốn có em bé và được tiêm phòng trước khi mang bầu. Liệu cháu có được tiêm và trong quá trình mang thai cháu có được dừng thuốc không ạ?",Khoa (Phụ trách lĩnh vực siêu âm tim và các hoạt động đào tạo truyền thông),cardiology,tamanh
tamanh_0671,"Bị ngoại tâm thu thất dày, có ý định mang thai thì nên làm gì?. Hiện tại cháu bị ngoại tâm thu thất dày, do tình hình dịch bệnh cháu chưa đi khám được. Cháu đang ngưng thuốc hơn 1 tháng (cháu vẫn thấy đánh trống ngực), cháu không thấy mệt, không ngất, không hồi hộp. Cháu đang có ý định mang thai, cho cháu hỏi cháu có nên tiếp tục uống thuốc hay dừng lại ạ? Và cháu định đi tiêm phòng trước sinh thì có ảnh hưởng gì đến bệnh không ạ? Mong bác sĩ tư vấn giúp cháu, cảm ơn bác sĩ.",Khoa (Phụ trách lĩnh vực siêu âm tim và các hoạt động đào tạo truyền thông),cardiology,tamanh
tamanh_0672,"Mổ mạch vành tim bắc cầu, đang dùng thuốc có tiêm Covid-19 được không?. Chào bác sĩ. Tôi đã mổ mạch vành tim bắc cầu tháng 9/2018. Hiện nay khám định kỳ và đang dùng thuốc Exforge 5/80, Crestor 5mg, Concer 2,5, Aspirin. Trường hợp của tôi có được tiêm ngừa vaccine Covid-19 không? Cảm ơn bác sĩ.",Khoa (Phụ trách lĩnh vực siêu âm tim và các hoạt động đào tạo truyền thông),cardiology,tamanh
tamanh_0673,"Bị khó thở là do tâm lý hay là vấn đề gì?. Xin chào bác sĩ, tôi có câu hỏi muốn hỏi bác sĩ, làm ơn trả lời giúp tôi ạ. Dạo gần đây tôi có hay bị lo lắng, căng thẳng, stress, tôi cảm thấy hơi khó thở, cảm giác không được như bình thường, tối trở nên khó thở hơn khi nằm. Thỉnh thoảng tôi có cảm giác buồn nôn, ngoài ra tôi không thấy có triệu chứng nào khác. Vấn đề tôi bị khó thở là do tâm lý hay có vấn đề gì nghiêm trọng đến sức khỏe không ạ, và cách giải quyết là gì ạ? Tôi cảm ơn bác sĩ rất nhiều.",Khoa (Phụ trách lĩnh vực siêu âm tim và các hoạt động đào tạo truyền thông),cardiology,tamanh
tamanh_0674,Đặt stent 15 ngày có tiêm vaccine Covid-19 được không?. Tôi đặt 2 stent được 15 ngày. Chiều nay phường báo tiêm phòng Covid-19. Xin được hỏi bác sĩ tôi có đi tiêm được không? Xin cảm ơn!,Khoa (Phụ trách lĩnh vực siêu âm tim và các hoạt động đào tạo truyền thông),cardiology,tamanh
tamanh_0675,"Người có tiền sử thấp tim có tiêm vaccine phòng Covid-19 không?. Dạ xin hỏi bác sĩ, nếu người có tiền sử thấp tim đã điều trị và tiêm phòng bệnh từ 15-18 tuổi, hiện giờ 28 tuổi có tiêm được vaccine Covid-19 không ạ? Xin cảm ơn ạ.",Khoa (Phụ trách lĩnh vực siêu âm tim và các hoạt động đào tạo truyền thông),cardiology,tamanh
tamanh_0676,"Khó thở, hụt hơi, hơi thở ngắn, ngáp rất nhiều là bị gì?. Xin chào bác sĩ ạ. Dạo gần đây em có bị khó thở, hụt hơi, hơi thở ngắn, ngáp rất nhiều dù không buồn ngủ kèm theo ra mồ hôi nhiều. Em không ăn quá no, cũng không vận động mạnh. Cách đây 3 năm em cũng có lần từng bị nhịp tim đập nhanh. Sau thời gian dùng thuốc em đã khỏi. Giờ bị như vậy không biết em có bị vấn đề gì không ạ? Mong bác sĩ tư vấn giúp em ạ.",Khoa (Phụ trách lĩnh vực siêu âm tim và các hoạt động đào tạo truyền thông),cardiology,tamanh
tamanh_0677,"Em có bị hội chứng truyền máu song thai không ạ?. Thưa bác sĩ, em đang mang song thai có 1 túi ối và 1 bánh nhau, 2 bé có màng ngăn. Tuần 24 em đi khám thì trọng lượng 2 bé như sau: 1 bé 700g, 1 bé 536g, cân nặng 2 bé có chênh lệch. Em có bị hội chứng truyền máu song thai không ạ? 2 bé vẫn phát triển bình thường. Nếu em bị hội chứng truyền máu song thai thì điều trị như thế nào và chi phí bao nhiêu ạ? Vì e đang ở tỉnh nên việc đi lại khó khăn. Mong bác sĩ tư vấn",Trung tâm Sản Phụ khoa,obstetrics_gynecology,tamanh
tamanh_0678,Bị ung thư dạ dày giai đoạn cuối có thể lưu giữ được tinh trùng không?. Bị ung thư dạ dày giai đoạn cuối có thể lưu giữ được tinh trùng không?,Trung tâm Hỗ trợ sinh sản,reproductive_endocrinology,tamanh
tamanh_0679,Muốn được tư vấn làm IVF. Muốn được tư vấn làm IVF.,Trung tâm Hỗ trợ sinh sản,reproductive_endocrinology,tamanh
tamanh_0680,"Chỉ thấy xác tinh trùng trong bản nghiệm có đáng lo ngại không?. Em năm nay 26 tuổi, giới tính nam. Trước đây em làm công việc về nghề in ấn, nên có liên quan đến sơn và hoá chất. Em làm được 2 năm, đến nay em đã bỏ nghề rồi, và cũng có hút thuốc lá và đặc biệt là ngày nào cũng uống cà phê. Hôm trước rảnh rỗi nên em có vào một phòng khám tư về sản phụ khoa, nhưng em chỉ xét nghiệm tinh dịch đồ thôi và được bác sĩ ở đấy kết luận trong phiếu kết quả là chỉ thấy xác tinh trùng trong bản nghiệm. Vậy bệnh của em có đáng lo ngại lắm không và có chữa được không hả bác sĩ?",Trung tâm Hỗ trợ sinh sản,reproductive_endocrinology,tamanh
tamanh_0681,"Sau tiêm vaccine thử que 2 vạch có chính xác không?. Ngày 9/9/2021 em có tiêm vaccine Astrazeneca mũi 1, sáng hôm sau thử que thử thai có 2 vạch. Vậy cho em hỏi có chính xác không?",Khoa Trung tâm Sản phụ khoa,obstetrics_gynecology,tamanh
tamanh_0682,"Mang thai 37 tuần bé chỉ trườn trườn mà không thấy đạp. Em nay mang thai được 37 Tuần, nhưng bé chỉ trườn trườn mà không thấy đạp không biết có sao không vì ngày dự sinh gần đến rồi, em lo quá. Bác sĩ tư vấn giúp em với. Em cảm ơn bác sĩ",Khoa Trung tâm Sản phụ khoa,obstetrics_gynecology,tamanh
tamanh_0683,Vừa sinh con được 5 tháng muốn chích vaccine tại Tâm Anh. Vừa sinh con được 5 tháng. Tôi muốn chích vaccine. Tôi có thể đăng ký chích ở bệnh Tâm Anh không?,Khoa Trung tâm Sản phụ khoa,obstetrics_gynecology,tamanh
tamanh_0684,"Tiêm vaccine Vero Cell có ảnh hưởng đến bé không?. Chào bác sĩ, cách đây 1 tuần em có thử thai 2 vạch, nhưng trước đó 2 tuần em có đi tiêm chủng vaccine Covid-19 Vero Cell. Bác sĩ cho em hỏi như vậy em bé có bị ảnh hưởng thế nào không ạ? Em cảm ơn",Khoa Trung tâm Sản phụ khoa,obstetrics_gynecology,tamanh
tamanh_0685,"Bệnh viện Tâm Anh tiêm ngừa loại vaccine nào?. Chào bác sĩ, em mang thai được 12 tuần, sắp đến khi được 14 tuần em muốn đến bệnh viện để khám thai và đăng ký chích ngừa Covid-19. Em muốn hỏi việc chích ngừa như vậy có ảnh hưởng gì cho thai nhi không? Và bệnh viện tiêm ngừa loại vaccine nào ạ. Em cám ơn",Khoa Trung tâm Sản phụ khoa,obstetrics_gynecology,tamanh
tamanh_0686,"Lỡ mang bầu có nên chích tiếp mũi 2 không?. Em chào bác sĩ, năm nay em 32 tuổi, em mới sinh mổ được 17 tháng và em chích ngừa vaccine Covid-19 Astrazeneca mũi 1 hôm 30/7. Giờ em bị lỡ kế hoạch có bầu, bác sĩ có thể tư vấn giúp em là đến ngày chích mũi 2 sắp tới em có chích được không ạ, và có ảnh hưởng gì tới em bé không ạ?",Khoa Trung tâm Sản phụ khoa,obstetrics_gynecology,tamanh
